what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338531436896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338531470714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531481111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531482615
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338531488911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531493058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531497958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531502750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531504217
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338531561582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338531571533
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338531573278
error,log,,,"The program file specified in the launch configuration does not exist",1338531578186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531578407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531580855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338531587232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531603019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531612664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338531631540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338531632172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338531632902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338531633756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338531634212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338531637399
error,log,,,"The program file specified in the launch configuration does not exist",1338531639823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531640080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531641976
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338531643864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338531646464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338531647103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338531650869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531660417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531668052
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338531670751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338531686333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338531687201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338531687831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338531689934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531692963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531708799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338531755730
error,log,,,"The program file specified in the launch configuration does not exist",1338531758114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531758386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531760401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338531771390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531778262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531782474
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338531804527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338531812557
error,log,,,"The program file specified in the launch configuration does not exist",1338531816006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338531816251
