what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1338309424284
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1338309424287
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1338309424289
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1338309424290
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1338309424291
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1338309424291
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1338309424298
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1338309424299
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1338309424301
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1338309424301
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1338309424302
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1338309424303
os,sysinfo,,,"linux",1338309424306
arch,sysinfo,,,"x86_64",1338309424306
ws,sysinfo,,,"gtk",1338309424306
locale,sysinfo,,,"en_US",1338309424306
processors,sysinfo,,,"2",1338309424306
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1338309424306
java.runtime.version,sysinfo,,,"1.6.0_24-b24",1338309424306
java.specification.name,sysinfo,,,"Java Platform API Specification",1338309424306
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1338309424306
java.specification.version,sysinfo,,,"1.6",1338309424306
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1338309424306
java.version,sysinfo,,,"1.6.0_24",1338309424306
java.vm.info,sysinfo,,,"mixed mode",1338309424306
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1338309424306
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1338309424306
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1338309424306
java.vm.specification.version,sysinfo,,,"1.0",1338309424306
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1338309424306
java.vm.version,sysinfo,,,"20.0-b12",1338309424306
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1338309424428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309428601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309437474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338309455103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309456207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309482819
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338309482854
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338309484666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338309496393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309497491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309537405
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338309537464
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338309540238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338309554536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309556524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309660338
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338309660377
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338309671256
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1338309674055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338309675552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309676720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309778403
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338309778430
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338309779611
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1338309817583
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338309830456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338309838578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309839656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309891254
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338309891284
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338309898225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338309902316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338309905403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338310101347
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338310101396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338310102303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338312291015
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1338312293326
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338312293381
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1338312293953
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1338312293958
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1338312293959
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1338312293959
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1338312293959
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1338312293962
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1338312293963
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1338312293966
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1338312293967
