what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1338529976386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338529978996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338529979464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338530057998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338530078785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338530091262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338530094145
error,log,,,"The program file specified in the launch configuration does not exist",1338530100825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338530101108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338530103286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338530111877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338530112359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338530112816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338530113204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338530113812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338530114696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338530137944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338530139146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338530147049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338530149135
error,log,,,"The program file specified in the launch configuration does not exist",1338530150069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338530150250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338530152123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338530163329
error,log,,,"The program file specified in the launch configuration does not exist",1338530165688
